status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,2,2,0.24,Aguada,Puerto Rico,602,1138,,180000
for_sale,3,2,0.13,Aguada,Puerto Rico,602,1380,,249000
for_sale,6,4,0.23,Aguada,Puerto Rico,602,2500,,252000
for_sale,2,1,,Aguada,Puerto Rico,602,813,,160000
for_sale,2,1,0.07,Aguada,Puerto Rico,602,813,,90000
for_sale,5,3,1.78,Aguada,Puerto Rico,602,2962,,500000
for_sale,4,2,0.1,Aguada,Puerto Rico,602,1955,,339000
for_sale,3,2,0.08,Aguada,Puerto Rico,602,1200,,265000
for_sale,6,5,0.12,Aguada,Puerto Rico,602,6000,,10000000
for_sale,3,4,2,Aguada,Puerto Rico,602,1880,,389000
for_sale,3,2,2.96,Aguada,Puerto Rico,602,2500,,575000
for_sale,,,0.88,Aguada,Puerto Rico,602,,,35000
for_sale,,,0.21,Aguada,Puerto Rico,602,,,58000
for_sale,,,21.08,Aguada,Puerto Rico,602,,,85000
for_sale,,,0.57,Aguada,Puerto Rico,602,,,47000
for_sale,3,3,,Aguada,Puerto Rico,602,2715,,720000
for_sale,7,5,0.31,Aguada,Puerto Rico,602,2775,,375000
for_sale,,,0.65,Aguada,Puerto Rico,602,,,50000
for_sale,,6,0.06,Rincon,Puerto Rico,602,,,3250000
for_sale,,,0.24,Aguada,Puerto Rico,602,,,39500
for_sale,,,33.35,Aguada,Puerto Rico,602,,,249500
for_sale,5,3,8.74,Aguada,Puerto Rico,602,5517,,1399000
for_sale,6,5,0.1,Aguada,Puerto Rico,602,2400,,600000
for_sale,,,2.64,Aguada,Puerto Rico,602,,,649000
for_sale,2,1,,Aguada,Puerto Rico,602,951,,189000
for_sale,,,1.46,Aguada,Puerto Rico,602,,,150000
for_sale,,,0.21,Aguada,Puerto Rico,602,,,74000
for_sale,,,0.28,Aguada,Puerto Rico,602,,,65500
for_sale,,,0.28,Aguada,Puerto Rico,602,,,67500
for_sale,,,0.21,Aguada,Puerto Rico,602,,,74000
for_sale,,,0.42,Aguada,Puerto Rico,602,,,130000
for_sale,,,0.37,Aguada,Puerto Rico,602,,,95000
for_sale,,,0.23,Rincon,Puerto Rico,602,,,329000
for_sale,,,0.68,Aguada,Puerto Rico,602,,,130000
for_sale,,,0.25,Aguada,Puerto Rico,602,,,94770
for_sale,,,0.38,Aguada,Puerto Rico,602,,,150000
for_sale,,,0.4,Aguada,Puerto Rico,602,,,165000
for_sale,3,2,0.22,Aguadilla,Puerto Rico,603,2070,,215000
for_sale,3,2,0.05,Aguadilla,Puerto Rico,603,1184,,63000
for_sale,3,2,0.22,Aguadilla,Puerto Rico,603,1900,,215000
for_sale,3,1,0.2,Aguadilla,Puerto Rico,603,980,,115000
for_sale,4,2,0.89,Aguadilla,Puerto Rico,603,1408,,99000
for_sale,5,5,0.62,Aguadilla,Puerto Rico,603,8460,,850000
for_sale,3,2,0.11,Aguadilla,Puerto Rico,603,1116,,140000
for_sale,4,3,0.26,Aguadilla,Puerto Rico,603,3734,,499000
for_sale,3,2,0.17,Aguadilla,Puerto Rico,603,1500,,180000
for_sale,6,3,0.49,Aguadilla,Puerto Rico,603,2618,,225900
for_sale,4,2,0.12,Aguadilla,Puerto Rico,603,1760,,260000
for_sale,,,0.13,Aguadilla,Puerto Rico,603,,,31179
for_sale,4,3,0.33,Aguadilla,Puerto Rico,603,2950,,500000
for_sale,3,2,0.21,Aguada,Puerto Rico,603,1565,,225000
for_sale,,,0.25,Aguadilla,Puerto Rico,603,,,28000
for_sale,4,2,0.95,Aguadilla,Puerto Rico,603,3468,,425000
for_sale,4,2,10.76,Aguadilla,Puerto Rico,603,547,,300000
for_sale,,,0.19,Aguadilla,Puerto Rico,603,,,75000
for_sale,3,2,0.15,Aguadilla,Puerto Rico,603,2280,,290000
for_sale,3,4,0.2,Aguadilla,Puerto Rico,603,4020,,550000
for_sale,6,2,0.18,Aguadilla,Puerto Rico,603,2035,,234900
for_sale,,,0.18,Aguadilla,Puerto Rico,603,,,44720
for_sale,,,0.4,Aguadilla,Puerto Rico,603,,,35000
for_sale,,,0.4,Aguadilla,Puerto Rico,603,,,75000
for_sale,,,0.42,Aguadilla,Puerto Rico,603,,,37000
for_sale,,,0.22,Aguadilla,Puerto Rico,603,,,37359
for_sale,,,2.43,Aguadilla,Puerto Rico,603,,,739500
for_sale,,,0.28,Aguadilla,Puerto Rico,603,,,65000
for_sale,,,0.33,Aguadilla,Puerto Rico,603,,,56406
for_sale,5,3,0.52,Aguadilla,Puerto Rico,603,3267,,620000
for_sale,8,3,0.19,Aguadilla,Puerto Rico,603,3700,,649900
for_sale,,,0.26,Aguadilla,Puerto Rico,603,,,44995
for_sale,,,0.22,Aguadilla,Puerto Rico,603,,,37779
for_sale,,,0.35,Aguadilla,Puerto Rico,603,,,60123
for_sale,,,0.23,Aguadilla,Puerto Rico,603,,,38279
for_sale,,,11,Aguada,Puerto Rico,603,,,199900
for_sale,,,0.22,Aguadilla,Puerto Rico,603,,,125000
for_sale,,,0.49,Aguadilla,Puerto Rico,603,,,200000
for_sale,,,0.2,Aguadilla,Puerto Rico,603,,,150000
for_sale,,,247.57,Isabela,Puerto Rico,603,,,8000000
for_sale,,,5,Aguadilla,Puerto Rico,603,,,1000000
for_sale,,,1.89,Aguadilla,Puerto Rico,603,,,695000
for_sale,5,2,4.55,Maricao,Puerto Rico,606,2156,,98000
for_sale,5,2,5.14,Maricao,Puerto Rico,606,2156,,55000
for_sale,5,2,4.86,Maricao,Puerto Rico,606,1563,,75000
for_sale,3,1,0.35,Maricao,Puerto Rico,606,915,,80000
for_sale,,,12.25,Maricao,Puerto Rico,606,,,160000
for_sale,3,1,,Mayaguez,Puerto Rico,680,982,,46900
for_sale,8,5,0.09,Hormigueros,Puerto Rico,660,2000,,125000
for_sale,2,2,0.15,Guanica,Puerto Rico,653,1393,,95000
for_sale,3,2,0.08,Ponce,Puerto Rico,728,1500,,105000
for_sale,3,2,1.75,Cabo Rojo,Puerto Rico,623,1620,,330000
for_sale,3,2,0.09,Mayaguez,Puerto Rico,680,1760,,115000
for_sale,2,1,4.74,Cabo Rojo,Puerto Rico,623,1000,,285000
for_sale,5,3,7.46,Las Marias,Puerto Rico,670,5403,,300000
for_sale,3,2,0.1,Lares,Puerto Rico,669,4161,,155000
for_sale,7,4,0.11,Mayaguez,Puerto Rico,680,2200,,215000
for_sale,3,2,,Cabo Rojo,Puerto Rico,623,1205,,115000
for_sale,3,2,0.14,Mayaguez,Puerto Rico,680,1200,,140000
for_sale,3,1,0.04,Mayaguez,Puerto Rico,682,,,87000
for_sale,4,2,0.08,Cabo Rojo,Puerto Rico,623,3052,,250000
for_sale,3,1,0.08,San German,Puerto Rico,683,894,,70000
for_sale,5,5,0.08,Mayaguez,Puerto Rico,680,1600,,190000
for_sale,3,2,0.05,Yauco,Puerto Rico,698,1118,,122500
for_sale,3,2,3.88,San Sebastian,Puerto Rico,685,4000,,575000
for_sale,4,4,0.22,Mayaguez,Puerto Rico,680,3450,,235000
for_sale,3,1,0.07,San German,Puerto Rico,683,363,,150000
for_sale,12,6,0.52,Cabo Rojo,Puerto Rico,623,4800,,750000
for_sale,,1,,Mayaguez,Puerto Rico,682,390,,125000
for_sale,9,8,0.17,Rincon,Puerto Rico,677,3852,,950000
for_sale,5,4,1.8,Aguada,Puerto Rico,677,6000,,1200000
for_sale,4,3,0.4,Lajas,Puerto Rico,667,6500,,495000
for_sale,3,1,0.19,Mayaguez,Puerto Rico,682,778,,90000
for_sale,3,2,0.25,Cabo Rojo,Puerto Rico,623,2800,,395000
for_sale,1,1,,Mayaguez,Puerto Rico,680,471,,82000
for_sale,2,2,,Cabo Rojo,Puerto Rico,623,1356,,389000
for_sale,9,7,0.46,Mayaguez,Puerto Rico,680,3709,,650000
for_sale,,,0.2,Cabo Rojo,Puerto Rico,623,,,45000
for_sale,,,0.26,Cabo Rojo,Puerto Rico,623,,,65000
for_sale,,,0.49,Cabo Rojo,Puerto Rico,623,,,80000
for_sale,,,2.82,Cabo Rojo,Puerto Rico,623,,,120000
for_sale,,,0.28,Cabo Rojo,Puerto Rico,623,,,70000
for_sale,,,0.99,Moca,Puerto Rico,676,43082,,400000
for_sale,,,20.4,Hormigueros,Puerto Rico,660,,,391000
for_sale,,,14.34,Cabo Rojo,Puerto Rico,623,,,160000
for_sale,,,16.22,Cabo Rojo,Puerto Rico,623,,,290000
for_sale,,,17.97,Hormigueros,Puerto Rico,660,,,835000
for_sale,,,0.44,Mayaguez,Puerto Rico,680,,,159000
for_sale,,,0.25,Anasco,Puerto Rico,610,,,79000
for_sale,3,2,0.15,Anasco,Puerto Rico,610,1687,,149900
for_sale,6,3,0.25,Anasco,Puerto Rico,610,1230,,140000
for_sale,2,1,0.13,Anasco,Puerto Rico,610,826,,106000
for_sale,5,3,0.11,Anasco,Puerto Rico,610,2327,,165000
for_sale,8,6,0.13,Anasco,Puerto Rico,610,,,499000
for_sale,,,0.25,Anasco,Puerto Rico,610,,,79000
for_sale,,,0.37,Anasco,Puerto Rico,610,,,140000
for_sale,3,1,,Mayaguez,Puerto Rico,680,982,,46900
for_sale,3,2,13.39,Isabela,Puerto Rico,662,1106,,89000
for_sale,3,2,0.1,Lares,Puerto Rico,669,4161,,155000
for_sale,8,5,0.09,Hormigueros,Puerto Rico,660,2000,,125000
for_sale,3,2,0.14,Mayaguez,Puerto Rico,680,1200,,140000
for_sale,3,2,0.09,Mayaguez,Puerto Rico,680,1760,,115000
for_sale,4,2,0.04,Manati,Puerto Rico,676,1080,,75000
for_sale,3,1,0.08,San German,Puerto Rico,683,894,,70000
for_sale,3,2,0.11,Aguadilla,Puerto Rico,603,1116,,140000
for_sale,6,3,0.1,Moca,Puerto Rico,676,3000,,165000
for_sale,5,5,0.08,Mayaguez,Puerto Rico,680,1600,,190000
for_sale,7,4,0.11,Mayaguez,Puerto Rico,680,2200,,215000
for_sale,3,1,0.04,Mayaguez,Puerto Rico,682,,,87000
for_sale,4,7,0.76,Isabela,Puerto Rico,662,4000,,450000
for_sale,4,4,0.22,Mayaguez,Puerto Rico,680,3450,,235000
for_sale,3,2,3.88,San Sebastian,Puerto Rico,685,4000,,575000
for_sale,5,3,7.46,Las Marias,Puerto Rico,670,5403,,300000
for_sale,3,2,1.13,Moca,Puerto Rico,676,1928,,305000
for_sale,2,1,,Aguada,Puerto Rico,602,813,,160000
for_sale,3,2,0.21,Aguada,Puerto Rico,603,1565,,225000
for_sale,3,2,0.69,Isabela,Puerto Rico,662,2505,,469000
for_sale,4,3,0.21,Isabela,Puerto Rico,662,3066,,485000
for_sale,3,1,0.19,Mayaguez,Puerto Rico,682,778,,90000
for_sale,4,4,4.84,San Sebastian,Puerto Rico,685,3690,,475000
for_sale,5,3,0.52,Aguadilla,Puerto Rico,603,3267,,620000
for_sale,4,2,0.12,Aguadilla,Puerto Rico,603,1760,,260000
for_sale,1,1,,Mayaguez,Puerto Rico,680,471,,82000
for_sale,,1,,Mayaguez,Puerto Rico,682,390,,125000
for_sale,4,2,0.1,Aguada,Puerto Rico,602,1955,,339000
for_sale,6,3,0.97,Isabela,Puerto Rico,662,10000,,1800000
for_sale,6,4,16,Isabela,Puerto Rico,662,3739,,975000
for_sale,5,4,1.8,Aguada,Puerto Rico,677,6000,,1200000
for_sale,9,8,0.17,Rincon,Puerto Rico,677,3852,,950000
for_sale,2,2,,Cabo Rojo,Puerto Rico,623,1356,,389000
for_sale,9,7,0.46,Mayaguez,Puerto Rico,680,3709,,650000
for_sale,,,0.99,Moca,Puerto Rico,676,43082,,400000
for_sale,4,2,0.49,Rincon,Puerto Rico,677,2450,,950000
for_sale,,,14.34,Cabo Rojo,Puerto Rico,623,,,160000
for_sale,3,2,,Rincon,Puerto Rico,677,1688,,349000
for_sale,,,20.4,Hormigueros,Puerto Rico,660,,,391000
for_sale,,,0.44,Mayaguez,Puerto Rico,680,,,159000
for_sale,,,17.97,Hormigueros,Puerto Rico,660,,,835000
for_sale,3,1,,Arecibo,Puerto Rico,612,878,,39900
for_sale,3,1,,Arecibo,Puerto Rico,612,878,,29900
for_sale,1,3,0.13,Arecibo,Puerto Rico,612,10000,,475000
for_sale,4,3,0.24,Arecibo,Puerto Rico,612,3413,,200000
for_sale,4,2,0.1,Arecibo,Puerto Rico,612,,,84900
for_sale,5,2,0.49,Arecibo,Puerto Rico,612,2058,,148000
for_sale,1,1,0.14,Arecibo,Puerto Rico,612,800,,39500
for_sale,6,3,0.45,Arecibo,Puerto Rico,612,2900,,220000
for_sale,3,2,0.27,Arecibo,Puerto Rico,612,1100,,75000
for_sale,4,2,0.13,Arecibo,Puerto Rico,612,1000,,110000
for_sale,7,4,0.49,Arecibo,Puerto Rico,612,800,,150000
for_sale,4,2,0.09,Arecibo,Puerto Rico,612,,,69900
for_sale,6,3,0.09,Arecibo,Puerto Rico,612,2472,,79000
for_sale,3,1,0.09,Arecibo,Puerto Rico,612,1044,,65000
for_sale,5,3,0.08,Arecibo,Puerto Rico,612,2200,,179000
for_sale,3,2,0.86,Arecibo,Puerto Rico,612,3500,,145000
for_sale,3,1,0.13,Arecibo,Puerto Rico,612,1262,,79000
for_sale,5,2,0.42,Arecibo,Puerto Rico,612,6000,,360000
for_sale,4,3,0.46,San Sebastian,Puerto Rico,612,2520,,179000
for_sale,,,0.03,Arecibo,Puerto Rico,612,,,50000
for_sale,,,0.25,Arecibo,Puerto Rico,612,1856,,134900
for_sale,3,1,0.08,Arecibo,Puerto Rico,612,1009,,94600
for_sale,,,0.34,Arecibo,Puerto Rico,612,,,59900
for_sale,7,3,0.31,Arecibo,Puerto Rico,612,2715,,239000
for_sale,3,3,0.19,Arecibo,Puerto Rico,612,2872,,279000
for_sale,3,1,4.89,Arecibo,Puerto Rico,612,1028,,100000
for_sale,,,1.48,Arecibo,Puerto Rico,612,,,89000
for_sale,4,3,0.25,Arecibo,Puerto Rico,612,1600,,168000
for_sale,3,2,0.29,Arecibo,Puerto Rico,612,1604,,150000
for_sale,,,0.26,Arecibo,Puerto Rico,612,,,60000
for_sale,8,2,0.13,Arecibo,Puerto Rico,612,1500,,140000
for_sale,2,1,0.1,Arecibo,Puerto Rico,612,680,,70000
for_sale,3,1,0.06,Arecibo,Puerto Rico,612,750,,80000
for_sale,5,2,0.13,Arecibo,Puerto Rico,612,1500,,135000
for_sale,3,3,0.24,Arecibo,Puerto Rico,612,2183,,215000
for_sale,,,0.17,Camuy,Puerto Rico,612,,,42900
for_sale,,,0.25,Arecibo,Puerto Rico,612,,,49900
for_sale,3,2,0.25,Arecibo,Puerto Rico,612,1000,,138000
for_sale,5,4,0.2,Arecibo,Puerto Rico,612,2832,,289000
for_sale,3,2,0.25,Arecibo,Puerto Rico,612,1000,,132000
for_sale,4,4,0.14,Arecibo,Puerto Rico,612,1500,,197000
for_sale,,,0.71,Arecibo,Puerto Rico,612,,,1200000
for_sale,2,1,0.15,Juana Diaz,Puerto Rico,795,748,,67000
for_sale,3,2,0.08,Ponce,Puerto Rico,731,1050,,71600
for_sale,2,1,0.09,Ponce,Puerto Rico,730,1092,,100000
for_sale,4,2,0.09,Arecibo,Puerto Rico,612,,,69900
for_sale,5,3,0.07,Manati,Puerto Rico,674,1700,,185000
for_sale,3,2,13.39,Isabela,Puerto Rico,662,1106,,89000
for_sale,6,4,0.37,Hatillo,Puerto Rico,659,3400,,200000
for_sale,3,2,0.29,Arecibo,Puerto Rico,612,1604,,150000
for_sale,4,3,0.24,Arecibo,Puerto Rico,612,3413,,200000
for_sale,3,2,0.08,Juana Diaz,Puerto Rico,795,1045,,150000
for_sale,3,2,0.08,Ponce,Puerto Rico,728,1500,,105000
for_sale,3,2,0.25,Morovis,Puerto Rico,687,2500,,210000
for_sale,3,1,0.2,Ciales,Puerto Rico,639,2040,,50000
for_sale,5,5,0.74,Ponce,Puerto Rico,731,2677,,649000
for_sale,3,1,0.08,Manati,Puerto Rico,674,921,,105000
for_sale,3,1,0.07,Manati,Puerto Rico,674,800,,113600
for_sale,3,3,0.19,Arecibo,Puerto Rico,612,2872,,279000
for_sale,7,4,0.49,Arecibo,Puerto Rico,612,800,,150000
for_sale,5,2,0.12,Utuado,Puerto Rico,641,1620,,79000
for_sale,3,2,0.08,Barceloneta,Puerto Rico,617,1195,,174900
for_sale,,6,1.38,Quebradillas,Puerto Rico,678,3000,,3000000
for_sale,4,3,0.3,Ponce,Puerto Rico,730,3000,,425000
for_sale,5,4,0.12,Ponce,Puerto Rico,717,1600,,225000
for_sale,3,4,1.94,Utuado,Puerto Rico,641,2500,,195000
for_sale,3,2,0.07,Vega Baja,Puerto Rico,693,895,,134000
for_sale,4,2,0.25,Vega Baja,Puerto Rico,693,2038,,245000
for_sale,4,2,0.09,Caguas,Puerto Rico,727,1100,,161000
for_sale,3,2,,Vega Baja,Puerto Rico,693,1217,,225000
for_sale,4,2,0.22,Manati,Puerto Rico,674,2236,,290000
for_sale,4,3,0.21,Barceloneta,Puerto Rico,617,2961,,375000
for_sale,6,3,1.75,Villalba,Puerto Rico,766,1943,,189000
for_sale,3,2,0.21,Camuy,Puerto Rico,627,2400,,425000
for_sale,5,3,0.56,Quebradillas,Puerto Rico,678,3000,,1100000
for_sale,5,4,0.2,Arecibo,Puerto Rico,612,2832,,289000
for_sale,5,3,0.22,Hatillo,Puerto Rico,659,3650,,418000
for_sale,5,3,1.46,Morovis,Puerto Rico,687,2366,,365000
for_sale,,,0.2,Hatillo,Puerto Rico,659,,,55000
for_sale,,,0.21,Hatillo,Puerto Rico,659,,,62000
for_sale,,,10.68,Hatillo,Puerto Rico,659,,,350000
for_sale,,,18.45,Hatillo,Puerto Rico,659,,,380000
for_sale,5,2,0.16,Quebradillas,Puerto Rico,95000,1757,,95000
for_sale,,,0.29,Camuy,Puerto Rico,627,,,64900
for_sale,3,2,0.27,Barceloneta,Puerto Rico,617,1150,,49900
for_sale,3,1,0.05,Barceloneta,Puerto Rico,617,,,70000
for_sale,3,2,0.08,Barceloneta,Puerto Rico,617,1195,,174900
for_sale,2,2,0.09,Barceloneta,Puerto Rico,617,955,,90000
for_sale,4,3,0.21,Barceloneta,Puerto Rico,617,2961,,375000
for_sale,3,2,0.08,Barceloneta,Puerto Rico,617,1015,,111000
for_sale,3,2,0.09,Barceloneta,Puerto Rico,617,1105,,114400
for_sale,3,2,0.14,Barceloneta,Puerto Rico,617,955,,113500
for_sale,2,1,0.08,Dorado,Puerto Rico,646,700,,59200
for_sale,3,1,0.07,Toa Baja,Puerto Rico,949,950,,63800
for_sale,3,2,0.09,Toa Alta,Puerto Rico,953,1000,,45000
for_sale,5,3,0.07,Manati,Puerto Rico,674,1700,,185000
for_sale,2,2,0.11,Dorado,Puerto Rico,646,800,,55000
for_sale,6,2,0.05,Mayaguez,Puerto Rico,680,,,65000
for_sale,5,3,0.61,Vega Alta,Puerto Rico,692,1400,,100000
for_sale,4,3,0.24,Arecibo,Puerto Rico,612,3413,,200000
for_sale,4,2,0.19,Corozal,Puerto Rico,783,1500,,80000
for_sale,2,2,1.22,Naranjito,Puerto Rico,719,1500,,55000
for_sale,3,1,0.2,Ciales,Puerto Rico,639,2040,,50000
for_sale,3,2,0.25,Morovis,Puerto Rico,687,2500,,210000
for_sale,4,2,0.08,Toa Alta,Puerto Rico,953,1650,,157500
for_sale,3,1,0.08,Manati,Puerto Rico,674,921,,105000
for_sale,3,3,0.19,Dorado,Puerto Rico,646,3500,,2000000
for_sale,4,5,1.98,Dorado,Puerto Rico,646,7000,,11500000
for_sale,3,1,0.07,Manati,Puerto Rico,674,800,,113600
for_sale,3,3,0.19,Arecibo,Puerto Rico,612,2872,,279000
for_sale,5,2,0.12,Utuado,Puerto Rico,641,1620,,79000
for_sale,4,4,0.24,Dorado,Puerto Rico,646,2500,,3500000
for_sale,3,2,0.07,Vega Baja,Puerto Rico,693,895,,134000
for_sale,7,4,0.49,Arecibo,Puerto Rico,612,800,,150000
for_sale,3,3,0.3,Toa Alta,Puerto Rico,953,2400,,270000
for_sale,3,4,0.99,Dorado,Puerto Rico,646,3500,,5000000
for_sale,,,0.15,Toa Alta,Puerto Rico,953,,,25000
for_sale,6,4,0.2,Naranjito,Puerto Rico,719,1880,,172000
for_sale,5,4,0.2,Arecibo,Puerto Rico,612,2832,,289000
for_sale,4,2,0.09,Caguas,Puerto Rico,727,1100,,161000
for_sale,6,4,0.1,Toa Alta,Puerto Rico,953,2600,,65000
for_sale,4,3,0.19,Dorado,Puerto Rico,646,2500,,1325000
for_sale,5,3,0.22,Hatillo,Puerto Rico,659,3650,,418000
for_sale,3,2,,Vega Alta,Puerto Rico,692,2096,,625000
for_sale,3,2,0.27,Dorado,Puerto Rico,646,2200,,465000
for_sale,3,3,0.52,Dorado,Puerto Rico,646,1500,,575000
for_sale,4,3,0.14,Dorado,Puerto Rico,646,3500,,1100000
for_sale,3,2,0.1,Dorado,Puerto Rico,646,1800,,550000
for_sale,4,3,0.12,Dorado,Puerto Rico,646,2490,,895000
for_sale,3,2,,Vega Alta,Puerto Rico,646,1564,,495000
for_sale,3,2,0.07,Vega Alta,Puerto Rico,692,2100,,635000
for_sale,,,0.2,Hatillo,Puerto Rico,659,,,55000
for_sale,,,0.21,Hatillo,Puerto Rico,659,,,62000
for_sale,2,2,,Dorado,Puerto Rico,646,1172,,1125000
for_sale,1,2,,Cabo Rojo,Puerto Rico,622,900,,97000
for_sale,3,1,0.08,Cabo Rojo,Puerto Rico,622,900,,134000
for_sale,4,2,0.25,Cabo Rojo,Puerto Rico,622,2800,,365000
for_sale,3,2,0.2,Cabo Rojo,Puerto Rico,622,2214,,260000
for_sale,,,0.19,Boqueron,Puerto Rico,622,,,75000
for_sale,4,2,0.22,Cabo Rojo,Puerto Rico,622,3328,,460000
for_sale,,,0.99,Cabo Rojo,Puerto Rico,622,,,250000
for_sale,,,10.29,Cabo Rojo,Puerto Rico,622,,,1321000
for_sale,3,1,,Mayaguez,Puerto Rico,680,982,,46900
for_sale,4,2,0.48,Hormigueros,Puerto Rico,660,1233,,63000
for_sale,2,2,0.15,Guanica,Puerto Rico,653,1393,,95000
for_sale,3,2,0.12,Mayaguez,Puerto Rico,680,1200,,75000
for_sale,8,5,0.09,Hormigueros,Puerto Rico,660,2000,,125000
for_sale,5,5,0.19,Cabo Rojo,Puerto Rico,623,4000,,325000
for_sale,4,2,10.76,Yauco,Puerto Rico,698,,,499900
for_sale,3,2,0.07,Cabo Rojo,Puerto Rico,623,1000,,101800
for_sale,3,2,1.75,Cabo Rojo,Puerto Rico,623,1620,,330000
for_sale,3,2,0.09,Mayaguez,Puerto Rico,680,1760,,115000
for_sale,1,1,0.12,Cabo Rojo,Puerto Rico,623,491,,25000
for_sale,3,1,0.04,Mayaguez,Puerto Rico,682,,,87000
for_sale,2,1,4.74,Cabo Rojo,Puerto Rico,623,1000,,285000
for_sale,5,5,0.08,Mayaguez,Puerto Rico,680,1600,,190000
for_sale,3,3,0.27,Guanica,Puerto Rico,653,976,,205000
for_sale,3,1,0.08,San German,Puerto Rico,683,894,,70000
for_sale,4,2,0.12,Hormigueros,Puerto Rico,660,1163,,135000
for_sale,3,2,,Cabo Rojo,Puerto Rico,623,1205,,115000
for_sale,3,2,0.08,Mayaguez,Puerto Rico,682,1175,,104000
for_sale,3,2,0.97,Lajas,Puerto Rico,667,1200,,275000
for_sale,4,2,0.08,Cabo Rojo,Puerto Rico,623,3052,,250000
for_sale,3,1,0.07,San German,Puerto Rico,683,363,,150000
for_sale,12,6,0.52,Cabo Rojo,Puerto Rico,623,4800,,750000
for_sale,3,2,0.25,Cabo Rojo,Puerto Rico,623,2800,,395000
for_sale,1,1,,Mayaguez,Puerto Rico,680,471,,82000
for_sale,4,3,0.4,Lajas,Puerto Rico,667,6500,,495000
for_sale,,1,,Mayaguez,Puerto Rico,682,390,,125000
for_sale,2,2,,Cabo Rojo,Puerto Rico,623,1356,,389000
for_sale,,,0.2,Cabo Rojo,Puerto Rico,623,,,45000
for_sale,,,2.82,Cabo Rojo,Puerto Rico,623,,,120000
for_sale,,,20.4,Hormigueros,Puerto Rico,660,,,391000
for_sale,,,0.28,Cabo Rojo,Puerto Rico,623,,,70000
for_sale,,,14.34,Cabo Rojo,Puerto Rico,623,,,160000
for_sale,,,0.26,Cabo Rojo,Puerto Rico,623,,,65000
